ENSAMBLE Gene ID,Kidney1,Liver1,Kidney2,Liver2,Liver3,Kidney3,Liver4,Liver5,Kidney4,Liver6,Kidney5,Kidney6,Liver7,Kidney7
ENSG00000152760,3,9,1,12,8,3,9,5,1,12,1,1,5,0
ENSG00000172410,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152763,10,5,19,3,3,9,1,1,7,6,9,12,0,3
ENSG00000198160,92,74,98,73,91,93,74,68,82,76,73,97,62,61
ENSG00000116704,14,29,11,33,28,7,36,16,16,27,12,9,23,5
ENSG00000203963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000210924,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162594,1,1,1,1,0,0,0,0,0,0,0,0,0,0
ENSG00000210928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000210936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000081985,0,4,2,6,6,4,7,4,2,5,1,1,5,3
ENSG00000142864,301,239,290,207,199,260,192,174,264,200,227,273,180,190
ENSG00000199191,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000207504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000210968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116717,268,154,258,169,185,266,168,172,256,192,233,290,166,224
ENSG00000172380,556,171,538,200,157,508,138,109,531,190,376,581,122,393
ENSG00000199984,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ENSG00000203960,3,4,6,4,1,4,2,4,6,2,4,10,1,5
ENSG00000210979,0,0,0,2,1,2,1,0,0,1,0,0,0,0
ENSG00000162595,20,16,22,15,5,18,15,11,25,12,17,18,11,26
ENSG00000116729,233,26,263,32,19,219,21,25,277,32,185,285,29,167
ENSG00000116745,0,0,1,0,0,0,0,0,2,0,0,1,0,1
ENSG00000024526,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000033122,0,2,0,0,1,2,1,2,1,2,0,1,0,0
ENSG00000210993,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000203959,3,2,5,4,2,6,3,4,0,5,4,4,2,6
ENSG00000066557,36,23,44,31,30,36,33,16,41,25,38,51,24,32
ENSG00000211001,0,0,0,0,0,0,1,0,1,0,0,0,0,1
ENSG00000116754,482,682,486,779,692,438,672,496,460,695,366,454,536,332
ENSG00000118454,38,15,46,25,19,38,20,15,32,17,31,40,10,36
ENSG00000197568,10,16,22,9,11,13,8,5,17,12,16,24,12,17
ENSG00000116761,22,134,26,112,114,36,108,70,38,100,30,42,91,24
ENSG00000184957,0,0,0,1,0,0,0,0,3,0,0,0,0,0
ENSG00000050628,143,4,157,0,3,139,0,1,203,2,174,171,1,131
ENSG00000132485,230,186,232,182,180,225,171,122,244,178,173,262,119,162
ENSG00000207721,0,0,0,0,0,0,0,1,0,1,0,0,0,1
ENSG00000172260,45,5,49,9,2,50,4,9,35,8,40,40,4,24
ENSG00000212366,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211030,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200601,0,0,0,1,0,0,1,0,0,0,1,0,1,0
ENSG00000162620,1,0,4,0,0,2,0,0,3,0,0,1,0,0
ENSG00000116783,12,2,14,0,2,13,4,1,16,1,3,7,4,7
ENSG00000162621,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178965,2,3,2,3,7,1,7,2,2,5,0,0,5,0
ENSG00000116791,358,278,433,270,273,351,276,175,355,298,283,388,188,284
ENSG00000211044,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ENSG00000162623,87,37,94,34,26,96,39,21,97,30,76,100,15,75
ENSG00000162624,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137968,5,1,8,3,2,3,6,2,5,0,6,14,1,4
ENSG00000213579,0,0,0,1,1,0,0,1,0,1,0,0,0,0
ENSG00000117054,378,240,406,236,238,412,232,171,410,262,311,459,180,326
ENSG00000181227,45,13,51,12,14,37,8,14,51,10,39,43,8,33
ENSG00000137955,98,45,122,47,39,113,37,37,119,46,100,114,41,78
ENSG00000206620,2,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000207241,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ENSG00000201487,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000057468,1,0,4,2,1,1,0,0,1,0,1,1,0,1
ENSG00000215878,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000154007,0,0,0,0,0,1,2,1,0,1,0,0,0,0
ENSG00000184005,152,3,166,6,1,151,3,2,145,11,112,141,2,113
ENSG00000186743,84,20,56,19,17,79,15,14,97,18,83,90,16,69
ENSG00000199921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117069,3,0,2,0,0,3,0,0,1,0,1,2,0,1
ENSG00000142892,124,37,113,44,32,108,36,29,102,38,83,112,17,80
ENSG00000154027,7,0,6,0,1,10,1,0,5,0,5,6,1,4
ENSG00000200546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000036549,70,50,90,52,58,82,58,29,69,66,62,82,37,51
ENSG00000211104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000077254,176,106,197,110,132,158,85,80,154,127,126,184,73,118
ENSG00000180488,83,24,68,25,27,92,30,18,64,21,54,97,19,61
ENSG00000184521,7,2,3,0,3,5,3,0,11,1,4,6,2,4
ENSG00000162614,97,138,90,108,129,97,109,63,103,113,63,100,82,65
ENSG00000162613,179,44,157,35,52,163,38,33,173,39,114,169,29,145
ENSG00000162616,98,74,92,68,65,94,55,42,100,65,65,109,42,86
ENSG00000213561,13,15,5,19,16,5,14,11,11,17,3,7,15,6
ENSG00000137960,87,69,105,64,71,114,65,43,104,61,93,118,47,89
ENSG00000213560,27,10,27,3,11,28,13,8,16,11,19,23,7,16
ENSG00000202263,1,0,1,1,0,0,0,0,0,0,2,0,0,0
ENSG00000122420,46,5,52,6,3,52,2,2,54,9,34,71,6,36
ENSG00000212308,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ENSG00000212038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137959,12,6,16,11,4,16,8,2,14,4,8,16,13,9
ENSG00000137965,34,13,33,15,20,34,6,6,25,9,27,21,10,13
ENSG00000162618,81,24,105,16,20,109,22,15,103,19,78,91,11,72
ENSG00000213559,2,0,2,0,0,0,1,1,3,0,0,2,0,1
ENSG00000211122,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000117114,221,146,196,132,168,187,154,100,232,142,188,223,110,162
ENSG00000181703,0,0,2,0,0,0,0,0,1,0,0,0,0,0
ENSG00000215875,0,0,2,0,1,0,0,0,0,0,2,0,0,0
ENSG00000137941,4,3,9,4,4,9,4,6,7,4,6,6,6,6
ENSG00000142875,148,60,171,69,73,155,57,52,164,88,130,169,42,109
ENSG00000213540,5,0,3,4,0,2,2,1,2,0,8,8,0,4
ENSG00000198725,4,3,2,2,1,5,2,0,4,2,1,2,1,0
ENSG00000199959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203943,3,2,2,1,0,2,2,0,3,1,2,1,1,7
ENSG00000211136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117133,33,27,56,32,23,40,28,20,48,25,40,48,28,49
ENSG00000174021,100,72,96,44,59,94,52,50,109,54,90,104,32,85
ENSG00000122432,4,8,2,5,3,2,10,2,4,9,4,3,6,1
ENSG00000117151,84,42,83,38,52,73,44,41,78,55,50,68,46,68
ENSG00000180869,1,0,3,0,0,0,0,1,2,0,1,1,0,0
ENSG00000117155,105,55,112,42,38,92,55,37,117,51,77,110,40,76
ENSG00000171517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000153898,1,2,3,6,3,4,1,2,4,3,4,4,3,1
ENSG00000162643,9,0,11,0,0,9,0,0,9,0,4,7,0,10
ENSG00000055732,23,3,26,0,4,26,0,0,36,2,22,18,0,20
ENSG00000097096,12,7,16,10,9,10,8,4,12,8,12,8,6,5
ENSG00000162642,17,22,14,23,23,22,19,16,35,22,18,28,22,19
ENSG00000142867,28,17,42,14,19,27,20,20,26,18,29,40,12,29
ENSG00000153904,593,349,628,350,324,598,311,258,623,332,520,707,237,483
ENSG00000199459,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142871,394,176,464,181,176,398,174,159,476,188,400,464,150,356
ENSG00000199934,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117174,72,31,91,34,31,60,38,23,92,31,47,72,33,57
ENSG00000171502,6,2,8,0,0,11,1,1,8,0,6,14,0,8
ENSG00000201620,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000122417,36,10,29,12,9,25,10,9,38,14,22,40,7,16
ENSG00000137975,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000016490,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000016602,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000153923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000097033,268,130,256,125,131,266,109,76,285,134,163,275,89,190
ENSG00000183291,279,195,291,175,187,248,172,118,272,197,228,316,126,227
ENSG00000153936,24,12,23,15,14,23,12,14,21,25,26,23,13,26
ENSG00000188034,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213521,1,2,1,0,0,1,0,0,1,0,0,0,1,0
ENSG00000143013,81,93,81,74,103,77,81,69,99,84,79,84,63,65
ENSG00000199318,0,1,1,1,1,0,0,0,0,0,1,0,0,0
ENSG00000211185,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ENSG00000065243,92,59,96,60,62,88,48,43,90,59,65,90,50,62
ENSG00000207234,1,3,1,1,4,0,0,2,1,2,0,1,2,1
ENSG00000137947,28,43,30,44,35,30,38,34,37,27,28,34,25,24
ENSG00000137944,70,24,66,16,30,62,25,23,73,24,44,70,18,37
ENSG00000213516,24,17,18,16,16,18,16,10,22,19,14,24,9,18
ENSG00000117226,83,55,90,63,61,97,48,41,112,54,70,94,45,61
ENSG00000202385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117228,35,105,23,137,114,27,122,64,31,120,27,33,88,31
ENSG00000162644,32,16,24,12,7,24,5,10,24,15,14,21,9,15
ENSG00000162645,44,98,59,109,106,57,99,79,52,93,52,50,73,31
ENSG00000213512,5,127,5,153,141,2,141,102,1,132,3,2,104,1
ENSG00000162654,43,37,40,43,43,46,29,27,56,44,39,64,35,39
ENSG00000154451,2,6,4,6,9,2,10,8,2,8,3,2,4,1
ENSG00000183347,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ENSG00000215874,8,1,11,1,0,14,1,2,13,1,15,7,3,9
ENSG00000197147,22,9,26,15,12,34,16,7,32,14,24,38,10,21
ENSG00000171488,10,4,12,4,4,12,3,4,12,2,8,12,2,7
ENSG00000211209,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171492,76,50,82,70,60,80,55,44,90,74,60,97,43,69
ENSG00000162664,82,100,110,86,105,96,82,79,92,100,80,82,63,68
ENSG00000188023,1,3,1,1,0,1,1,0,1,1,1,2,0,1
ENSG00000212459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143032,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000122482,48,70,66,62,73,66,51,42,54,54,40,56,42,40
ENSG00000162669,8,0,4,0,0,5,0,0,3,0,4,6,0,6
ENSG00000206817,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000215873,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000211233,36493,27832,36617,27634,26259,34436,25455,24969,38482,28825,34088,38435,26437,32657
ENSG00000212667,19144,14402,19135,14192,13516,18027,13124,12696,19880,14721,17336,19717,13454,16587
ENSG00000097046,7,2,9,1,1,16,3,1,9,3,3,8,0,10
ENSG00000185636,7,1,0,0,0,1,0,0,1,0,3,3,0,3
ENSG00000203914,38,35,42,42,36,53,26,21,50,43,37,46,37,38
ENSG00000069702,386,83,402,72,74,394,69,53,376,88,337,394,52,316
ENSG00000211239,0,0,0,1,0,0,0,1,1,1,0,0,1,0
ENSG00000211243,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137948,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172031,2,0,0,0,0,1,0,0,2,0,1,1,0,1
ENSG00000189195,0,2,3,0,2,1,2,0,4,6,4,2,4,2
ENSG00000069712,7,5,12,2,4,5,4,4,5,5,8,10,2,4
ENSG00000203910,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174842,14,6,22,9,6,15,11,5,11,11,6,14,3,16
ENSG00000122484,26,14,16,12,15,22,13,14,24,13,21,24,6,14
ENSG00000211251,0,0,0,1,0,0,0,1,0,0,0,0,1,0
ENSG00000211254,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162676,0,2,0,3,3,2,9,6,3,5,1,1,2,2
ENSG00000067208,44,62,52,50,68,32,52,48,44,54,30,42,40,27
ENSG00000201317,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000122406,344,205,404,206,206,399,191,166,414,187,328,392,156,314
ENSG00000206680,5,4,4,9,5,6,4,7,9,5,4,8,5,5
ENSG00000207523,34,53,48,50,46,35,38,40,34,41,35,49,39,27
ENSG00000154511,13,14,12,12,17,12,14,12,9,11,14,14,10,8
ENSG00000207022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211320,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203266,0,1,0,1,1,0,1,0,0,0,0,0,2,0
ENSG00000199229,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143033,50,32,60,24,34,44,28,12,56,20,40,54,26,56
ENSG00000117500,255,236,275,222,209,231,215,148,252,218,180,307,177,170
ENSG00000122483,15,30,14,27,43,11,33,32,21,39,5,14,21,11
ENSG00000117505,87,32,70,31,30,84,34,30,76,30,66,68,19,56
ENSG00000207379,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000137942,328,44,372,55,49,296,58,38,332,48,256,382,40,262
ENSG00000212601,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137936,95,29,96,32,40,89,32,28,114,35,102,100,24,103
ENSG00000211575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000067334,92,77,109,63,65,107,55,36,123,76,74,116,56,77
ENSG00000023909,32,61,49,64,52,43,53,53,44,61,31,39,45,31
ENSG00000211343,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211348,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211352,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211355,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211361,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198691,79,0,88,2,1,78,1,4,61,1,74,80,3,63
ENSG00000211364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137962,208,103,200,85,88,178,84,72,204,88,144,197,60,150
ENSG00000178596,1,0,0,0,0,1,0,0,1,0,1,0,0,0
ENSG00000117528,183,315,199,353,369,206,304,229,215,350,147,187,253,160
ENSG00000117525,83,20,98,24,22,86,26,19,112,19,65,124,24,64
ENSG00000143036,143,14,149,12,18,144,12,13,145,20,98,152,7,99
ENSG00000117519,699,230,749,256,217,702,232,178,789,236,589,754,162,562
ENSG00000172339,15,11,20,25,18,14,14,7,26,15,14,16,20,17
ENSG00000152078,10,131,6,153,135,21,120,95,4,119,7,13,73,7
ENSG00000206679,0,2,0,2,1,0,1,1,0,2,0,0,1,0
ENSG00000122481,33,54,42,48,52,25,44,40,28,43,20,28,34,16
ENSG00000216037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200800,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000211377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137970,1,0,1,1,0,0,0,0,1,1,1,2,2,2
ENSG00000211383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117569,42,29,53,25,38,45,25,24,57,28,34,60,13,30
ENSG00000212039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188641,34,90,30,86,90,40,78,63,44,86,41,48,71,30
ENSG00000207958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162627,47,15,31,22,13,39,15,17,42,24,29,55,15,32
ENSG00000117598,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ENSG00000117600,1,0,0,1,0,1,1,1,2,0,0,1,0,0
ENSG00000099260,26,152,41,144,145,39,136,101,29,140,34,43,102,36
ENSG00000156869,6,37,9,36,36,7,33,20,11,36,6,6,24,10
ENSG00000201491,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202254,0,0,0,0,0,0,0,1,0,0,0,0,2,0
ENSG00000162688,137,324,139,316,334,146,313,197,126,326,96,179,238,108
ENSG00000117620,53,40,43,42,50,41,28,22,30,39,28,42,33,20
ENSG00000212248,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000156875,147,68,178,57,86,155,63,49,151,69,128,153,52,100
ENSG00000156876,14,5,5,10,6,11,10,5,12,13,6,12,4,14
ENSG00000122435,8,2,8,5,2,7,4,3,4,3,5,6,0,6
ENSG00000122477,11,8,4,5,6,9,5,3,4,7,4,8,2,6
ENSG00000137992,120,122,152,136,122,160,127,83,140,134,111,147,104,106
ENSG00000212666,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000137996,106,36,118,32,51,115,43,22,105,39,83,121,32,93
ENSG00000207750,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000215871,2,2,3,1,2,3,1,3,2,3,7,2,1,4
ENSG00000079335,84,2,74,4,4,70,4,4,100,6,68,86,2,60
ENSG00000216067,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181656,2,28,0,29,31,2,29,25,0,28,0,2,20,2
ENSG00000213421,2,0,0,0,0,1,0,0,1,0,1,0,1,2
ENSG00000162692,204,32,238,32,34,206,36,24,238,38,178,234,19,169
ENSG00000162694,66,54,69,59,52,58,38,33,70,56,52,58,36,43
ENSG00000162695,34,44,34,44,44,32,41,36,30,33,30,33,26,18
ENSG00000117543,43,40,34,33,37,45,28,19,30,30,28,54,26,31
ENSG00000212577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170989,56,30,59,21,20,70,20,17,103,35,72,74,23,60
ENSG00000173810,1,0,1,0,1,0,0,0,0,1,0,2,0,0
ENSG00000183298,0,1,0,2,1,1,0,0,1,0,1,0,0,1
ENSG00000118733,1,0,0,0,0,2,0,0,2,0,0,1,0,0
ENSG00000211434,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162699,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000060718,1,3,2,2,0,0,1,0,3,0,2,6,0,2
ENSG00000185946,10,5,5,1,2,7,0,3,14,2,10,13,3,7
ENSG00000197839,86,26,84,35,34,68,30,30,67,30,55,72,19,51
ENSG00000196318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000051415,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174876,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187733,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215869,1,0,1,0,0,2,1,1,1,0,3,1,0,2
ENSG00000211438,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000211443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000209237,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198890,71,12,75,20,17,69,12,12,90,16,60,74,13,65
ENSG00000162631,218,0,224,0,1,218,0,0,202,2,185,228,1,171
ENSG00000211552,2155,1212,1835,1116,979,1367,851,1794,2626,1528,3005,2678,1840,2843
ENSG00000134215,521,14,526,10,15,514,7,10,476,7,394,559,12,400
ENSG00000085491,98,7,92,7,10,80,9,8,96,22,59,98,10,69
ENSG00000186086,0,0,1,0,0,0,0,0,2,0,0,0,0,0
ENSG00000188740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196427,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162636,17,17,19,21,24,24,18,16,16,19,13,22,10,8
ENSG00000162639,10,6,2,6,6,3,2,4,8,8,3,9,4,1
ENSG00000134186,116,130,125,158,140,120,136,104,120,144,85,114,116,86
ENSG00000143107,0,1,0,1,1,0,1,0,0,2,0,0,0,0
ENSG00000116266,109,71,139,60,63,138,56,49,139,69,120,130,44,102
ENSG00000162641,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203897,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000121957,31,16,43,17,16,33,13,14,34,17,30,43,13,33
ENSG00000121940,97,51,71,48,55,78,55,51,80,53,55,87,59,63
ENSG00000085433,38,18,33,11,24,34,10,11,35,13,29,50,3,28
ENSG00000212664,0,0,1,0,0,0,0,0,0,0,1,1,0,0
ENSG00000196075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197780,0,0,0,0,0,0,0,0,1,0,0,0,1,2
ENSG00000162647,0,1,0,0,0,0,1,0,0,2,0,0,0,0
ENSG00000179902,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116299,0,0,0,0,0,2,0,0,2,1,0,3,0,0
ENSG00000212202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000031698,178,120,190,144,107,196,128,113,214,134,180,235,116,177
ENSG00000143126,137,38,144,33,30,122,39,34,139,39,122,159,35,143
ENSG00000134222,4,8,3,8,8,4,6,7,2,6,4,3,6,2
ENSG00000134243,919,86,875,93,77,849,75,82,883,94,778,937,77,712
ENSG00000143106,111,101,119,92,92,115,79,72,109,102,86,89,87,83
ENSG00000143028,86,30,84,32,40,78,38,28,72,36,92,87,48,62
ENSG00000162650,16,5,10,4,9,12,6,7,13,12,13,23,6,17
ENSG00000174151,68,20,54,16,12,53,13,12,55,11,42,73,18,38
ENSG00000181754,22,7,20,4,6,14,6,6,17,7,24,20,5,10
ENSG00000156097,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000065135,146,129,139,107,111,127,97,68,152,126,107,172,98,104
ENSG00000206832,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000207709,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134183,1,0,1,1,1,2,1,0,1,1,2,0,0,0
ENSG00000116337,56,49,45,56,41,55,50,47,75,55,58,49,55,55
ENSG00000168765,59,16,58,18,18,59,12,20,84,16,60,73,20,64
ENSG00000188756,70,16,58,11,15,51,17,14,55,7,55,56,8,68
ENSG00000213366,70,16,58,11,15,49,16,13,54,6,55,56,8,68
ENSG00000134184,0,0,0,0,0,2,0,0,0,0,1,1,0,0
ENSG00000134201,15,7,14,3,9,8,3,6,9,11,9,10,7,14
ENSG00000134202,251,13,272,14,8,265,16,19,288,24,256,304,14,218
ENSG00000198758,0,0,1,0,0,2,0,0,0,0,1,0,0,0
ENSG00000213353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184371,25,26,13,23,28,20,30,30,20,33,19,24,34,26
ENSG00000168710,457,125,467,109,114,447,89,93,475,106,395,468,86,369
ENSG00000143093,54,42,58,37,43,62,32,32,58,35,60,69,28,58
ENSG00000156150,4,2,4,1,3,4,2,1,3,2,5,4,0,3
ENSG00000186150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197106,41,4,42,0,0,33,0,0,62,0,40,56,2,53
ENSG00000116396,58,8,63,6,4,53,2,1,70,4,69,76,3,68
ENSG00000200536,0,0,0,0,0,1,0,0,1,0,0,0,0,0
ENSG00000162775,8,18,20,27,16,15,21,26,15,22,10,13,15,15
ENSG00000180441,0,1,0,1,2,0,1,0,0,1,0,0,0,0
ENSG00000168679,162,18,148,11,17,142,21,8,172,12,106,150,18,97
ENSG00000134248,418,78,438,86,82,382,71,47,386,94,332,442,56,337
ENSG00000143125,0,0,1,0,0,0,0,0,0,1,0,0,0,1
ENSG00000143105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177301,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000177272,0,0,0,1,0,1,0,0,0,0,0,1,0,0
ENSG00000199710,0,1,0,1,0,0,0,1,0,0,0,0,0,0
ENSG00000143119,16,29,14,32,33,9,20,25,21,30,16,18,19,13
ENSG00000121931,20,47,30,41,40,25,36,28,30,36,18,32,20,19
ENSG00000209152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000156171,82,52,113,36,54,110,38,41,82,38,56,95,36,62
ENSG00000134255,88,84,107,101,83,96,85,76,102,84,70,100,78,83
ENSG00000162777,84,40,73,36,42,82,35,28,90,44,61,98,40,82
ENSG00000064886,2,1,0,1,0,1,0,0,3,0,0,1,0,1
ENSG00000203878,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000134216,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173947,26,0,27,0,0,11,0,0,20,0,20,25,0,12
ENSG00000213336,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000085465,7,9,10,17,12,6,12,8,8,15,4,14,13,12
ENSG00000116455,82,63,89,63,64,86,59,54,77,65,86,86,53,74
ENSG00000199890,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116459,247,61,254,75,63,230,59,42,308,54,252,282,60,232
ENSG00000143110,13,23,14,34,17,7,26,26,10,25,8,12,23,10
ENSG00000121933,1,5,1,3,5,1,3,0,1,0,0,1,5,2
ENSG00000200360,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116473,116,68,146,89,80,126,64,56,138,74,104,136,50,98
ENSG00000215867,0,0,0,1,0,0,1,0,0,1,0,0,1,0
ENSG00000201028,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000197852,9,2,6,1,2,6,0,2,8,3,10,3,2,3
ENSG00000064703,31,19,37,8,13,33,12,11,42,23,25,44,5,26
ENSG00000171385,4,1,8,4,2,5,3,5,9,3,11,12,1,7
ENSG00000209265,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ENSG00000209263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143079,68,8,66,7,13,59,12,4,74,5,54,67,3,65
ENSG00000134245,2,1,3,4,3,4,0,2,4,1,2,4,3,3
ENSG00000007341,18,16,19,10,12,31,14,11,22,5,18,18,11,16
